,User,Time,Tweet,Location,Verified,Tweet_Source,Followers,Retweet_Count,Tweet ID,Sentiment,Insight
4538,kenn_sunday,2022-07-10 00:12:57+00:00," — CLOAK &amp; DAGGER NO.1 ON APPLE MUSIC 

— DIFFERENT SIZE NO.1 ON SPOTIFY 

— FOR MY HAND NO.1 ON DEEZER 

BURNABOY GAV…",,False,Twitter for Android,347,109,1545923996465729536,1,Neutral
4540,Iamokorie,2022-07-10 00:12:51+00:00,I have never seen 19 songs go so fast so quickly….No skipping oo…just pure orgasm after orgasm…LOVEDAMINI is a masterpiece,IG: @Iamokorie1,False,Twitter for iPhone,1268,3,1545923973514350592,2,Positive
4543,via_zorro,2022-07-10 00:12:43+00:00," Omo this burna album na 10000/100
lovedamini 
 ",Earth.,False,Twitter for iPhone,348,1108,1545923937258950658,2,Positive
4544,bahd_mohs,2022-07-10 00:12:43+00:00," Burna boy's Album LoveDamini    Spotify Streams

Day 1
8,332,412

Yesterday                        Today ",outside,False,Twitter for Android,498,77,1545923936847790081,1,Neutral
4546,AdeDamola_____,2022-07-10 00:12:35+00:00, After listen  album for 2 days straight. I believe this is another classic album. LOVEDAMINI  Well done my fami…,,False,Twitter for Android,1190,244,1545923903876374529,2,Positive
4549,OdiraRoland,2022-07-10 00:12:29+00:00," every last word on each line of J Hus on Cloak and dagger literally ended with the ""er"" sound. That guy is crazyy!!!
LOV…",,False,Twitter for iPhone,719,282,1545923881017434113,2,Positive
4550,kiddawolf_,2022-07-10 00:12:23+00:00,For my hand - bringing the vibes LOVEDAMINI  ,"Scotland, United Kingdom",False,Twitter for iPhone,781,1,1545923854064881664,2,Positive
4552,badmancelo,2022-07-10 00:12:22+00:00, Burna Boy never disappoints! I love every bit of his new album. LOVEDAMINI,,False,Twitter for iPhone,205,117,1545923852131307520,2,Positive
4553,ThatMadProphet,2022-07-10 00:12:17+00:00, No fela no diddy yet we breaking records. Them dey pray make we fall and stagger but We move in cloak in dagger  LOV…,Asylum,False,Twitter for iPhone,429,31,1545923831507845122,1,Neutral
4554,ThatMadProphet,2022-07-10 00:12:12+00:00,"  made the album of the year with LOVEDAMINI  

I don’t know how 19 songs can keep going by so fast.

Zero skips, to…",Asylum,False,Twitter for iPhone,429,25,1545923807457722368,1,Neutral
4555,ThatMadProphet,2022-07-10 00:12:09+00:00, Now streaming LOVEDAMINI . That's a very electric album by  !,Asylum,False,Twitter for iPhone,429,24,1545923796619730944,2,Positive
4556,Realogigbah1,2022-07-10 00:12:02+00:00," I hope this song make it to the album 
LOVEDAMINI BURNABOY Burnaboy ",Hustling,False,Twitter for iPhone,127,61,1545923765346902016,2,Positive
4557,bahd_mohs,2022-07-10 00:12:01+00:00,_Brandel This album needs to be taught as an Afrofusion course in elite universities of music. This is a perfect album  …,outside,False,Twitter for Android,498,27,1545923761240768512,2,Positive
4558,bahd_mohs,2022-07-10 00:11:58+00:00,_ LOVEDAMINI has surpassed 7million plays on boomplay in two days!,outside,False,Twitter for Android,498,41,1545923748452335617,2,Positive
4559,noneidc,2022-07-10 00:11:53+00:00," Yesterday when we visited the Aboki community at Elegushi, Lagos. We shared food packs to 300 people courtesy of Burna Boy…",,False,Twitter for iPhone,1,258,1545923727870812162,1,Neutral
4560,anoutsider4L,2022-07-10 00:11:45+00:00, Burna boy is a demon .. LOVEDAMINI,OUTSIDE,False,Twitter for Android,2229,6,1545923694140194818,2,Positive
4562,Pana_xl,2022-07-10 00:11:32+00:00,"  what's the inspiration for this vanilla song 
LOVEDAMINI",Nigeria ,False,Twitter for Android,192,5,1545923640453001218,1,Neutral
4563,Lilwrldx_999,2022-07-10 00:11:31+00:00, No fela no diddy yet we breaking records. Them dey pray make we fall and stagger but We move in cloak in dagger  LOV…,on a spaceship,False,Twitter for Android,1096,31,1545923636330110977,1,Neutral
4564,Pana_xl,2022-07-10 00:11:28+00:00," LoveDamini on Apple Music chart 

Number 1 in 46 countries simultaneously ",Nigeria ,False,Twitter for Android,192,62,1545923623621341184,2,Positive
4565,timmy_jayt,2022-07-10 00:11:27+00:00,"_ As you are listening to “For my hand” , make sure you jam “last last” too. There’s a reason why they are on the same albu…",,False,Twitter for iPhone,1056,292,1545923619695595521,1,Neutral
4566,Outsideisbliss,2022-07-10 00:11:26+00:00, Burna boy is a demon .. LOVEDAMINI,"Kumasi, Ghana",False,Twitter for Android,2366,6,1545923615580983301,2,Positive
4567,bahd_mohs,2022-07-10 00:11:21+00:00," I'm still streaming LOVEDAMINI  no skips. I never get that time for twitter

Each of my fav song just change sha",outside,False,Twitter for Android,498,13,1545923593019826177,2,Positive
4568,ItsGhoke,2022-07-10 00:11:20+00:00, .’s LOVEDAMINI debuts at 1 on the NG Spotify Top albums chart.,Everywhere,False,Twitter for Android,2206,256,1545923591354683392,2,Positive
4569,PikayMusiq,2022-07-10 00:11:19+00:00, Burna Boy never disappoints! I love every bit of his new album. LOVEDAMINI,,False,Twitter for iPhone,26,117,1545923585495252993,2,Positive
4570,NTamunoibuomie,2022-07-10 00:11:16+00:00, From the beach sessions to the world. It’s always fun creating with my brother  — “Kilometre” + “Last Last” produ…,Outside,False,Twitter for iPhone,401,297,1545923572060782593,2,Positive
4574,noneidc,2022-07-10 00:11:08+00:00,"_ As you are listening to “For my hand” , make sure you jam “last last” too. There’s a reason why they are on the same albu…",,False,Twitter for iPhone,1,292,1545923539080986624,1,Neutral
4575,Folahan_Dgr8t,2022-07-10 00:11:03+00:00, After listen  album for 2 days straight. I believe this is another classic album. LOVEDAMINI  Well done my fami…,Everywhere you go,False,Twitter Web App,2126,244,1545923520152195073,2,Positive
4576,sirdavidson23,2022-07-10 00:10:57+00:00, Thanks  LOVEDAMINI,🧘🏾‍♂️,False,Twitter for iPhone,55,4822,1545923494231302147,2,Positive
4577,Folahan_Dgr8t,2022-07-10 00:10:42+00:00,"_owl Ed Sheeran trying out Burna Boy’s heavy Jewelries 

 “For my hand” is 15 on UK  Apple Music chart 

LOVEDAMINI https…",Everywhere you go,False,Twitter Web App,2126,227,1545923431635775491,2,Positive
4579,OweyeTsarr,2022-07-10 00:10:33+00:00,_ Dirty Secrets  BURNABOY LOVEDAMINI,outside,False,Twitter for Android,223,6,1545923393471610882,1,Neutral
4581,masatugodwinun1,2022-07-10 00:10:23+00:00,"""For my Hand, Solid, Wild dreams, Toni-Ann singh, comnon person, Different size, cloak&amp;dagger, Last Last, resp.
LOVEDAMINI","Dar es Salaam, Tanzania",False,Twitter for iPhone,317,2,1545923351226490880,2,Positive
4582,AaronxMikee,2022-07-10 00:10:17+00:00, We'd like to say a massive thanks to  and everyone who came to his album signing today here at hmv Vault! His new al…,,False,Twitter for Android,698,67,1545923325591003138,2,Positive
4583,amnuel_i,2022-07-10 00:10:16+00:00, After listen  album for 2 days straight. I believe this is another classic album. LOVEDAMINI  Well done my fami…,In my mind ,False,Twitter for iPhone,4115,244,1545923320863916035,2,Positive
4584,ChideraHenry15,2022-07-10 00:10:11+00:00," If you love  , please kindly retweet this love damini shirt designed by taylorbankz....let's Make it go viral...…",Outsiders,False,Twitter for Android,144,14,1545923300249014273,2,Positive
4585,Outsideisbliss,2022-07-10 00:10:11+00:00,_ Dirty Secrets  BURNABOY LOVEDAMINI,"Kumasi, Ghana",False,Twitter for Android,2366,6,1545923299598864386,1,Neutral
4586,Kellyspammer01,2022-07-10 00:10:11+00:00,"_ As you are listening to “For my hand” , make sure you jam “last last” too. There’s a reason why they are on the same albu…",,False,Twitter for iPhone,160,292,1545923299221331974,1,Neutral
4587,Habiola17750376,2022-07-10 00:10:08+00:00," Person wey listen to Burna Boy ft Ed sheeran For my hand and fall in love again
Go later listen to Last Last from same…",Nigeria,False,Twitter for Android,1219,76,1545923288676835330,1,Neutral
4588,ChideraHenry15,2022-07-10 00:10:08+00:00,_temmy Well I thought twice as tall was a mind blowing album till LOVEDAMINI BURNABOY,Outsiders,False,Twitter for Android,144,8,1545923287880015874,2,Positive
4589,Desmond10707840,2022-07-10 00:10:07+00:00,"My favorite tracklist on LOVEDAMINI ?
Swears I find it hard to rate one above another
LOVEDAMINI",Outsider,False,Twitter for Android,333,1,1545923284050608128,2,Positive
4590,greatoutsider,2022-07-10 00:10:05+00:00, Burna boy is a demon .. LOVEDAMINI,OUTSIDE,False,Twitter for iPhone,2015,6,1545923277784113152,2,Positive
4592,bahd_mohs,2022-07-10 00:10:00+00:00," ‘ He sampled Fela’ people are the most disappointed. 

LoveDamini",outside,False,Twitter for Android,498,71,1545923256057823233,0,Negative
4593,DodonuElorm,2022-07-10 00:09:53+00:00," Omo this burna album na 10000/100
lovedamini 
 ","Greater Accra, Ghana",False,Twitter for Android,90,1108,1545923226462732288,2,Positive
4594,Godwin_nexsus,2022-07-10 00:09:50+00:00," Yesterday when we visited the Aboki community at Elegushi, Lagos. We shared food packs to 300 people courtesy of Burna Boy…",Port Harcourt.,False,Twitter for Android,1997,258,1545923213645025285,1,Neutral
4595,outsider000000,2022-07-10 00:09:40+00:00, Burna boy is a demon .. LOVEDAMINI,,False,Twitter for iPhone,93,6,1545923168979877889,2,Positive
4596,bholu5ive,2022-07-10 00:09:37+00:00," ""What happened to your leg?""  

A caring and loving Giant

Love Damini album signing by  at  / …",your mum's bedroom 💦,False,Twitter for Android,395,128,1545923158108143617,1,Neutral
4597,Outsideisbliss,2022-07-10 00:09:35+00:00," If you love  , please kindly retweet this love damini shirt designed by taylorbankz....let's Make it go viral...…","Kumasi, Ghana",False,Twitter for Android,2366,14,1545923150227165185,2,Positive
4599,DaBlake2,2022-07-10 00:09:29+00:00," “Last Last” video has surpassed 22 million views on YouTube 

LoveDamini Burnaboy ","Lagos, Nigeria",False,Twitter for Android,9,78,1545923123677204481,2,Positive
4600,Taylorbankz3,2022-07-10 00:09:28+00:00,"LAGOS na there most of my customers dey, I made this for them...please retweet if you are in lagos...Damini… ","Ibadan, Nigeria",False,Twitter for Android,346,1,1545923122666299393,1,Neutral
4601,theC_Baidoo,2022-07-10 00:09:27+00:00, Thanks  LOVEDAMINI,Nowhere ,False,Twitter for Android,231,4822,1545923116534308865,2,Positive
4602,Chukky_Alozie,2022-07-10 00:09:27+00:00, Burna Boy never disappoints! I love every bit of his new album. LOVEDAMINI,"Minas-Tirith, Gondor",False,Twitter for iPhone,6769,117,1545923115976458240,2,Positive
4603,msniffe,2022-07-10 00:09:22+00:00, Burna Boy never disappoints! I love every bit of his new album. LOVEDAMINI,"Ibadan, Nigeria",False,Twitter for iPhone,22593,117,1545923094782611456,2,Positive
4604,KillEdward001,2022-07-10 00:09:22+00:00," Yesterday when we visited the Aboki community at Elegushi, Lagos. We shared food packs to 300 people courtesy of Burna Boy…",Nirvana,False,Twitter for iPhone,543,258,1545923093637599233,1,Neutral
4605,Godwin_nexsus,2022-07-10 00:09:20+00:00, . simultaneously occupies the entire top 19 on the Nigerian Spotify chart with every song from LOVEDAMINI. He's th…,Port Harcourt.,False,Twitter for Android,1997,748,1545923088914780160,1,Neutral
4606,AlexPre10617566,2022-07-10 00:09:20+00:00, _ “Last Last” everybody go chop breakfast “For my Hand” LOVEDAMINI,Nigeria ,False,Twitter Web App,6,1,1545923087929049089,2,Positive
4607,africanglo,2022-07-10 00:09:17+00:00,Jagele has been on repeat all day LOVEDAMINI,,False,Twitter for iPhone,23762,2,1545923074108923904,2,Positive
4608,ChrisKh57703957,2022-07-10 00:09:07+00:00,"  made the album of the year with LOVEDAMINI  

I don’t know how 19 songs can keep going by so fast.

Zero skips, to…",,False,Twitter for iPhone,1073,25,1545923033382227972,1,Neutral
4609,shockwaveSZN,2022-07-10 00:09:07+00:00, Burna Boy never disappoints! I love every bit of his new album. LOVEDAMINI,,False,Twitter for Android,1777,117,1545923033210159104,2,Positive
4611,AlexPre10617566,2022-07-10 00:09:06+00:00,_ “Last Last” everybody go chop breakfast “For my Hand” LOVEDAMINI,Nigeria ,False,Twitter Web App,6,1,1545923029733195776,2,Positive
4612,OfforVal,2022-07-10 00:09:04+00:00," ‘ He sampled Fela’ people are the most disappointed. 

LoveDamini",Naija,False,Twitter for Android,303,71,1545923020581117953,0,Negative
4613,sconily,2022-07-10 00:08:54+00:00,"  made the album of the year with LOVEDAMINI  

I don’t know how 19 songs can keep going by so fast.

Zero skips, to…",outsider,False,Twitter for Android,710,25,1545922976230555650,1,Neutral
4614,Folahan_Dgr8t,2022-07-10 00:08:48+00:00, From the beach sessions to the world. It’s always fun creating with my brother  — “Kilometre” + “Last Last” produ…,Everywhere you go,False,Twitter Web App,2126,297,1545922951702249478,2,Positive
4615,MalikHassan411,2022-07-10 00:08:47+00:00, We'd like to say a massive thanks to  and everyone who came to his album signing today here at hmv Vault! His new al…,,False,Twitter for iPhone,1773,67,1545922949395480588,2,Positive
4616,sconily,2022-07-10 00:08:38+00:00, Now streaming LOVEDAMINI . That's a very electric album by  !,outsider,False,Twitter for Android,710,24,1545922912158351360,2,Positive
4617,ChrisKh57703957,2022-07-10 00:08:37+00:00,_ Dirty Secrets  BURNABOY LOVEDAMINI,,False,Twitter for iPhone,1073,6,1545922907372752902,1,Neutral
4618,anoutsider4L,2022-07-10 00:08:24+00:00," Happy birthday to a topmost Outsider _edi__ 

Thank you for all you do.
You LOVEDAMINI from the bottom of your heart,…",OUTSIDE,False,Twitter for Android,2229,29,1545922852217552896,2,Positive
4619,Godwin_nexsus,2022-07-10 00:08:18+00:00, .’s LOVEDAMINI debuts at 1 on the NG Spotify Top albums chart.,Port Harcourt.,False,Twitter for Android,1997,256,1545922827785748480,2,Positive
4621,ChrisKh57703957,2022-07-10 00:08:05+00:00,"_ydd One album containing different moods, one album containing no skips, one album putting the problem of a place out for a sol…",,False,Twitter for iPhone,1073,13,1545922774136508416,1,Neutral
4622,Pana_xl,2022-07-10 00:07:55+00:00,_clever07 The only artist that can sing about political issues and e go enter. The only artist that can sing about heartbreak an…,Nigeria ,False,Twitter for Android,192,91,1545922732197433344,1,Neutral
4623,_agharaa,2022-07-10 00:07:53+00:00, .’s LOVEDAMINI is now 1 in 45 countries. (Apple),Unknown,False,Twitter for iPhone,1492,117,1545922722550661121,2,Positive
4624,BOUJYYY,2022-07-10 00:07:43+00:00,"_owl Ed Sheeran trying out Burna Boy’s heavy Jewelries 

 “For my hand” is 15 on UK  Apple Music chart 

LOVEDAMINI https…",jus LIVING.,False,Twitter for Android,1385,227,1545922679194238982,2,Positive
4625,Pana_xl,2022-07-10 00:07:40+00:00," “Last Last” video has surpassed 22 million views on YouTube 

LoveDamini Burnaboy ",Nigeria ,False,Twitter for Android,192,78,1545922669618466816,2,Positive
4626,ChrisKh57703957,2022-07-10 00:07:39+00:00,_temmy Well I thought twice as tall was a mind blowing album till LOVEDAMINI BURNABOY,,False,Twitter for iPhone,1073,8,1545922665126498304,2,Positive
4627,wedex_akpos,2022-07-10 00:07:37+00:00, Peter Obi and Yusuf Datti made it very easy to campaign for them by not having a dirty past. Even Reno wish that Atiku…,,False,Twitter for Android,66,912,1545922654787538945,2,Positive
4629,ChinweikeKenne1,2022-07-10 00:07:28+00:00,_am_ebuka NsukkaMegaRally For Peter Obi &amp; Yusuf! Please be OBIdient &amp; Yus-Ful by Retweeting this tweet with our hashtag let the Rall…,,False,Twitter for Android,61,134,1545922618750078977,1,Neutral
4630,foresthead__,2022-07-10 00:07:21+00:00, .’s LOVEDAMINI is now 1 in 45 countries. (Apple),,False,Twitter for Android,400,117,1545922588681060353,2,Positive
4631,greatoutsider,2022-07-10 00:07:19+00:00,"  made the album of the year with LOVEDAMINI  

I don’t know how 19 songs can keep going by so fast.

Zero skips, to…",OUTSIDE,False,Twitter for iPhone,2015,25,1545922579952766979,1,Neutral
4632,Lex_deGreat,2022-07-10 00:07:06+00:00,_2un Make others no vex  Baba chop all the space LOVEDAMINI BURNABOY  highest  ,Milky Way Galaxy,False,Twitter for iPhone,1063,64,1545922524403404802,2,Positive
4633,xstylexs,2022-07-10 00:07:03+00:00, Peter Obi and Yusuf Datti made it very easy to campaign for them by not having a dirty past. Even Reno wish that Atiku…,,False,Twitter for Android,474,912,1545922513804435456,2,Positive
4634,boywestan,2022-07-10 00:07:02+00:00,"@_theladymo Cloak and dagger or For my hand

Which one is doing it for you?
LOVEDAMINI","Port Harcourt, Nigeria",False,Twitter for Android,355,325,1545922506904817669,1,Neutral
4635,ArewaAdebukolaa,2022-07-10 00:07:00+00:00,_ Dirty Secrets  BURNABOY LOVEDAMINI,,False,Twitter for iPhone,2072,6,1545922501301215232,1,Neutral
4637,anoutsider4L,2022-07-10 00:06:56+00:00, .’s LOVEDAMINI is now 1 in 45 countries. (Apple),OUTSIDE,False,Twitter for Android,2229,117,1545922484733632512,2,Positive
4638,Outsideisbliss,2022-07-10 00:06:53+00:00,"  made the album of the year with LOVEDAMINI  

I don’t know how 19 songs can keep going by so fast.

Zero skips, to…","Kumasi, Ghana",False,Twitter for Android,2366,25,1545922471836229632,1,Neutral
4639,greatoutsider,2022-07-10 00:06:49+00:00," If you love  , please kindly retweet this love damini shirt designed by taylorbankz....let's Make it go viral...…",OUTSIDE,False,Twitter for iPhone,2015,14,1545922453284823041,2,Positive
4640,Pana_xl,2022-07-10 00:06:49+00:00," Slander LoveDamini online, Vibe with Burna Boy offline ",Nigeria ,False,Twitter for Android,192,17,1545922452726829056,1,Neutral
4641,Mayback77,2022-07-10 00:06:48+00:00, Burna Boy never disappoints! I love every bit of his new album. LOVEDAMINI,"Tema, Ghana",False,Twitter for iPhone,3363,117,1545922450365599744,2,Positive
4642,greatoutsider,2022-07-10 00:06:46+00:00,_temmy Well I thought twice as tall was a mind blowing album till LOVEDAMINI BURNABOY,OUTSIDE,False,Twitter for iPhone,2015,8,1545922440731181057,2,Positive
4643,burnaOutsiders,2022-07-10 00:06:45+00:00,"  UK iTunes top songs 

20 - Last Last (new peak)

LOVEDAMINI Burnaboy ",,False,Twitter for iPhone,3276,49,1545922434993426434,2,Positive
4645,Jayhaving,2022-07-10 00:06:35+00:00, Thanks  LOVEDAMINI,"Atlanta, GA",False,Twitter for iPhone,1051,4822,1545922393515909127,2,Positive
4646,kng_drizzy184,2022-07-10 00:06:31+00:00,_2un Make others no vex  Baba chop all the space LOVEDAMINI BURNABOY  highest  ,Missing ,False,Twitter for iPhone,55,64,1545922379423125509,2,Positive
4647,iamdavidjnr,2022-07-10 00:06:31+00:00," Omo this burna album na 10000/100
lovedamini 
 ",Abuja Nigeria ,False,Twitter for Android,2648,1108,1545922378936602624,2,Positive
4651,OUTSIDERS_CREW,2022-07-10 00:06:17+00:00," Omo this burna album na 10000/100
lovedamini 
 ","Chicago, IL",False,Twitter for iPhone,456,1108,1545922318215839744,2,Positive
4652,Faveman007,2022-07-10 00:06:13+00:00,"  made the album of the year with LOVEDAMINI  

I don’t know how 19 songs can keep going by so fast.

Zero skips, to…",,False,Twitter for iPhone,31,25,1545922301220249600,1,Neutral
4653,Olabanji_10,2022-07-10 00:06:10+00:00,"_ As you are listening to “For my hand” , make sure you jam “last last” too. There’s a reason why they are on the same albu…",Outside,False,Twitter for iPhone,662,292,1545922291191644161,1,Neutral
4654,IshimaVictor,2022-07-10 00:06:10+00:00, Let’s go Birmingham!  LOVEDAMINI ,,False,Twitter for Android,427,1059,1545922289530716161,2,Positive
4658,dualnimii,2022-07-10 00:05:27+00:00, .’s LOVEDAMINI is now 1 in 45 countries. (Apple),"Lagos, Nigeria",False,Twitter for Android,254,117,1545922109632876546,2,Positive
4660,Outsideisbliss,2022-07-10 00:05:15+00:00, We'd like to say a massive thanks to  and everyone who came to his album signing today here at hmv Vault! His new al…,"Kumasi, Ghana",False,Twitter for Android,2366,67,1545922061473824770,2,Positive
4661,heisKabyaar,2022-07-10 00:05:13+00:00, Burna Boy is the highest ranking artist in the world on Apple Music with 2785 points. LOVEDAMINI,,False,Twitter for Android,113,163,1545922051181101058,2,Positive
4664,FulaniAyomikun,2022-07-10 00:04:56+00:00,_2un Make others no vex  Baba chop all the space LOVEDAMINI BURNABOY  highest  ,,False,Twitter for Android,714,64,1545921981719236608,2,Positive
4666,Godwin_nexsus,2022-07-10 00:04:51+00:00," ""What happened to your leg?""  

A caring and loving Giant

Love Damini album signing by  at  / …",Port Harcourt.,False,Twitter for Android,1997,128,1545921959850024962,1,Neutral
4667,mr_pakoo,2022-07-10 00:04:48+00:00,"  made the album of the year with LOVEDAMINI  

I don’t know how 19 songs can keep going by so fast.

Zero skips, to…",,False,Twitter for iPhone,302,25,1545921947678154753,1,Neutral
4669,boi_jay7,2022-07-10 00:04:47+00:00," Yesterday when we visited the Aboki community at Elegushi, Lagos. We shared food packs to 300 people courtesy of Burna Boy…",Somewhere between here & There,False,Twitter for iPhone,502,258,1545921942166933506,1,Neutral
4673,Outsideisbliss,2022-07-10 00:04:27+00:00,_temmy Well I thought twice as tall was a mind blowing album till LOVEDAMINI BURNABOY,"Kumasi, Ghana",False,Twitter for Android,2366,8,1545921859845345282,2,Positive
4676,edwinnyako1,2022-07-10 00:04:19+00:00, Thanks  LOVEDAMINI,,False,Twitter for iPhone,9,4822,1545921825028333569,2,Positive
4677,b1gbOssMan069,2022-07-10 00:04:17+00:00, Thanks  LOVEDAMINI,16 he/him,False,Twitter Web App,364,4822,1545921814500622337,2,Positive
4678,ShottiGunz,2022-07-10 00:04:16+00:00,"  made the album of the year with LOVEDAMINI  

I don’t know how 19 songs can keep going by so fast.

Zero skips, to…",this side,False,Twitter for iPhone,1578,25,1545921813280088066,1,Neutral
4679,NsikakBenson4,2022-07-10 00:04:16+00:00," Omo this burna album na 10000/100
lovedamini 
 ",port Harcourt Nigeria,False,Twitter for Android,42,1108,1545921811581378560,2,Positive
4680,FulaniAyomikun,2022-07-10 00:04:16+00:00,"_ydd One album containing different moods, one album containing no skips, one album putting the problem of a place out for a sol…",,False,Twitter for Android,714,13,1545921810818121729,1,Neutral
4682,teeeemmiiii,2022-07-10 00:04:13+00:00, Burna Boy never disappoints! I love every bit of his new album. LOVEDAMINI,"Yaba, Lagos",False,Twitter for Android,2209,117,1545921798021283841,2,Positive
4684,Lexzy09249299,2022-07-10 00:04:09+00:00,Thank you  for giving us the album of the century  LOVEDAMINI BURNABOY,"Lagos, Nigeria",False,Twitter for iPhone,50,2,1545921782405816320,2,Positive
4689,Desmondpaul_,2022-07-10 00:04:08+00:00, Let’s go Birmingham!  LOVEDAMINI ,,False,Twitter for Android,4,1059,1545921776634445824,2,Positive
4693,Weezytune7,2022-07-10 00:03:57+00:00," Omo this burna album na 10000/100
lovedamini 
 ",,False,Twitter for iPhone,2077,1108,1545921734406176773,2,Positive
4695,Olalekanart2020,2022-07-10 00:03:53+00:00, Thanks  LOVEDAMINI,"Ibadan, Nigeria",False,Twitter for Android,5951,4822,1545921714978267138,2,Positive
4696,Outsideisbliss,2022-07-10 00:03:52+00:00, Anyone that slanders LOVEDAMINI is just forcing it tbh lol… BURNA is an IDOL to your faves. They know ,"Kumasi, Ghana",False,Twitter for Android,2366,16,1545921711882862593,1,Neutral
4699,KayD225,2022-07-10 00:03:39+00:00," Omo this burna album na 10000/100
lovedamini 
 ",,False,Twitter for Android,43,1108,1545921658657062914,2,Positive
4701,yrnsammy_,2022-07-10 00:03:22+00:00,it’s been two days &amp; i can sing the whole tracklist already LOVEDAMINI,"Mississauga, Ontario",False,Twitter for iPhone,111,2,1545921584808042496,2,Positive
4705,IszaLite,2022-07-10 00:03:11+00:00, Let’s go Birmingham!  LOVEDAMINI ,,False,Twitter for Android,493,1059,1545921539534643207,2,Positive
4706,RealGuidottii,2022-07-10 00:03:11+00:00, .’s LOVEDAMINI is now 1 in 45 countries. (Apple),Somewhere,False,Twitter for iPhone,253,117,1545921538259668994,2,Positive
4707,ArewaAdebukolaa,2022-07-10 00:03:03+00:00,_temmy Well I thought twice as tall was a mind blowing album till LOVEDAMINI BURNABOY,,False,Twitter for iPhone,2072,8,1545921506265423873,2,Positive
4709,nana_asap,2022-07-10 00:02:55+00:00," 10 million in one day? 

Crazyyy LOVEDAMINI",,False,Twitter for iPhone,1292,57,1545921471469469701,2,Positive
4710,Godwin_nexsus,2022-07-10 00:02:54+00:00, Let’s go Birmingham!  LOVEDAMINI ,Port Harcourt.,False,Twitter for Android,1997,1059,1545921468189614080,2,Positive
4711,OUTSIDERS_CREW,2022-07-10 00:02:54+00:00," Wild Dreams hits different when it’s midnight and you are re-evaluating your whole life and purpose  LOVEDAMINI 

“Humb…","Chicago, IL",False,Twitter for iPhone,456,15,1545921466528669701,2,Positive
4713,Pana_xl,2022-07-10 00:02:44+00:00, Poco lee Dey feel am Cloak and Dagger too lit  BurnaBoy LOVEDAMINI ,Nigeria ,False,Twitter for Android,192,178,1545921427693395968,2,Positive
4714,FrancisLovesso2,2022-07-10 00:02:42+00:00," . earned his biggest streaming day of all-time on Spotify on July 8, with 10 million listens following the release…",,False,Twitter for Android,226,609,1545921417576955908,2,Positive
4715,heisKabyaar,2022-07-10 00:02:38+00:00,__ LOVEDAMINI gets better with each listen,,False,Twitter for Android,113,517,1545921401852502016,2,Positive
4717,OweyeTsarr,2022-07-10 00:02:29+00:00,"_niquaaa When  said “For this life I deh, I want to be celebrated..Don’t wanna waste my days, I want to spend them on enjo…",outside,False,Twitter for Android,223,6,1545921361394237440,2,Positive
4718,Pana_xl,2022-07-10 00:02:25+00:00," Grad school reading homework by the pool  and streaming LOVEDAMINI  
Hope all my outsiders are enjoying their day  h…",Nigeria ,False,Twitter for Android,192,70,1545921348488204288,2,Positive
4719,JasinMiles,2022-07-10 00:02:25+00:00, Now streaming LOVEDAMINI . That's a very electric album by  !,Nigeria,False,Twitter for Android,1004,24,1545921347863433216,2,Positive
4721,hifebole,2022-07-10 00:02:16+00:00, Let’s go Birmingham!  LOVEDAMINI ,,False,Twitter for Android,718,1059,1545921307660935170,2,Positive
4722,Pana_xl,2022-07-10 00:02:08+00:00," Portugal  iTunes Top Albums

1. Burna Boy — LoveDamini [New Entry] ",Nigeria ,False,Twitter for Android,192,93,1545921273741524992,1,Neutral
4723,vectorbwoy,2022-07-10 00:02:07+00:00,__ LOVEDAMINI gets better with each listen,"Greater Accra, Ghana",False,Twitter for iPhone,1200,517,1545921269132042240,2,Positive
4724,Kellyspammer01,2022-07-10 00:02:06+00:00," Omo this burna album na 10000/100
lovedamini 
 ",,False,Twitter for iPhone,160,1108,1545921265835380736,2,Positive
4726,huzeeii_jay,2022-07-10 00:02:03+00:00, From the beach sessions to the world. It’s always fun creating with my brother  — “Kilometre” + “Last Last” produ…,"Kaduna, Nigeria",False,Twitter for Android,15,297,1545921255370620930,2,Positive
4727,mane67n19,2022-07-10 00:01:57+00:00," . earned his biggest streaming day of all-time on Spotify on July 8, with 10 million listens following the release…",Nigeria,False,Twitter for Android,1214,609,1545921230603259905,2,Positive
4729,Godwin_nexsus,2022-07-10 00:01:54+00:00," LOVEDAMINI
Burna already addressed this flood pandemic on whiskey
""People dey wey de pray for the rain, but e no fall, ra…",Port Harcourt.,False,Twitter for Android,1997,33,1545921216032251907,1,Neutral
4731,OgarThompson2,2022-07-10 00:01:52+00:00, .’s LOVEDAMINI is now 1 in 45 countries. (Apple),Outside 🦍,False,Twitter for Android,1588,117,1545921206565715976,2,Positive
4732,Mcpee_xr,2022-07-10 00:01:51+00:00,"_ydd One album containing different moods, one album containing no skips, one album putting the problem of a place out for a sol…",the clouds,False,Twitter for iPhone,656,13,1545921205403848704,1,Neutral
4733,Chukwu__Zoba,2022-07-10 00:01:50+00:00," Omo this burna album na 10000/100
lovedamini 
 ","Lagos, Nigeria",False,Twitter for iPhone,298,1108,1545921200303611905,2,Positive
4738,b1gdonsm,2022-07-10 00:01:37+00:00," Omo this burna album na 10000/100
lovedamini 
 ",,False,Twitter for iPhone,37,1108,1545921144678645760,2,Positive
